Local;fecha;Base0;Base<>0;Impuestos;Venta-Impuesto;Suma de total_venta_sinimpuestos
;23-abr;$513,04;$200,19;$30,03;$743,26;713,2285218
;24-abr;$429,09;$197,09;$29,56;$655,75;626,1867087
;25-abr;$420,63;$170,37;$25,56;$616,55;590,9950087
;26-abr;$514,90;$158,78;$23,82;$697,50;673,6797826
;27-abr;$662,42;$180,50;$27,08;$870,00;842,9254522
;28-abr;$454,90;$145,59;$21,84;$622,33;600,4951696
;29-abr;$461,68;$180,05;$27,01;$668,73;641,7269826
;30-abr;$504,27;$236,13;$35,42;$775,83;740,4078696
;01-may;$737,10;$197,12;$29,57;$963,78;934,2130348
;02-may;$646,03;$201,02;$30,15;$877,21;847,0559218
;03-may;$691,48;$274,75;$41,21;$1.007,44;966,231887
;04-may;$575,61;$280,51;$42,08;$898,20;856,1254044
;05-may;$399,64;$185,50;$27,82;$612,96;585,1387435
;06-may;$464,07;$215,35;$32,30;$711,71;679,4110304
;07-may;$403,48;$170,82;$25,62;$599,92;574,2967522
;08-may;$492,90;$210,36;$31,55;$734,81;703,2591348
;09-may;$426,05;$221,45;$33,22;$680,72;647,5048348
Total 025-NOBOL;;$36.403,28;$14.221,88;$2.133,28;$52.758,44;50625,1598
026-VINCES;01-mar;$568,02;$221,11;$33,17;$822,29;789,1229565
;02-mar;$399,76;$183,41;$27,51;$610,69;583,1772435
;03-mar;$474,24;$93,27;$13,99;$581,50;567,5078652
;04-mar;$531,26;$131,55;$19,73;$682,54;662,8106131
;05-mar;$484,03;$137,61;$20,64;$642,28;621,6392304
;06-mar;$618,04;$166,04;$24,91;$808,99;784,0821174
;07-mar;$598,35;$206,21;$30,93;$835,49;804,5619261
;08-mar;$503,42;$193,66;$29,05;$726,13;697,0789478
;09-mar;$498,08;$138,41;$20,76;$657,24;636,4816348
;10-mar;$490,09;$137,60;$20,64;$648,33;627,6858087
;11-mar;$606,32;$193,18;$28,98;$828,48;799,501
;12-mar;$628,36;$309,91;$46,49;$984,76;938,2723305
;13-mar;$663,53;$184,34;$27,65;$875,53;847,8776565
;14-mar;$682,93;$161,17;$24,18;$868,28;844,1023305
;15-mar;$672,02;$132,94;$19,94;$824,90;804,9595131
;16-mar;$369,75;$82,97;$12,45;$465,17;452,7249783
;17-mar;$681,67;$283,58;$42,54;$1.007,79;965,2496652
;18-mar;$596,87;$206,61;$30,99;$834,48;803,4831435
;19-mar;$512,37;$169,67;$25,45;$707,49;682,038787
;20-mar;$710,12;$222,47;$33,37;$965,96;932,5896304
;21-mar;$493,93;$138,18;$20,73;$652,84;632,1116348
;22-mar;$573,80;$132,47;$19,87;$726,14;706,2699739
;23-mar;$514,66;$104,33;$15,65;$634,63;618,9830348
;24-mar;$584,87;$177,56;$26,63;$789,06;762,4281218
;25-mar;$605,62;$181,14;$27,17;$813,93;786,7582305
;26-mar;$650,59;$124,12;$18,62;$793,33;774,7079391
;27-mar;$245,68;$116,04;$17,41;$379,13;361,7194348
;28-mar;$612,49;$180,08;$27,01;$819,59;792,5734609
;29-mar;$503,09;$148,57;$22,29;$673,95;651,6619435
;30-mar;$486,73;$157,29;$23,59;$667,62;644,0230392
;31-mar;$728,40;$211,39;$31,71;$971,50;939,7924261
;01-abr;$428,36;$112,80;$16,92;$558,08;541,1571348
;02-abr;$600,75;$164,65;$24,70;$790,10;765,3990478
;03-abr;$654,72;$117,91;$17,69;$790,32;772,6339913
;04-abr;$521,07;$227,49;$34,12;$782,68;748,5542
;05-abr;$683,31;$250,09;$37,51;$970,91;933,3984
;06-abr;$433,16;$147,29;$22,09;$602,55;580,4525609
;07-abr;$718,14;$172,27;$25,84;$916,25;890,4061652
;08-abr;$658,83;$163,50;$24,53;$846,86;822,3303826
;09-abr;$505,28;$155,71;$23,36;$684,34;660,9834522
;10-abr;$446,87;$103,49;$15,52;$565,89;550,363687
;11-abr;$614,34;$117,33;$17,60;$749,27;731,6728739
;12-abr;$688,37;$152,27;$22,84;$863,47;840,6341653
;13-abr;$844,95;$286,19;$42,93;$1.174,06;1131,136109
;14-abr;$572,62;$183,73;$27,56;$783,91;756,3540565
;15-abr;$573,95;$115,63;$17,34;$706,93;689,5836739
;16-abr;$607,01;$117,75;$17,66;$742,42;724,7559435
;17-abr;$547,52;$98,26;$14,74;$660,51;645,7756696
;18-abr;$671,70;$162,63;$24,39;$858,71;834,320987
;19-abr;$440,89;$162,34;$24,35;$627,58;603,2310783
;20-abr;$459,97;$142,86;$21,43;$624,25;602,8251566
;21-abr;$540,22;$102,66;$15,40;$658,28;642,8824696
;22-abr;$565,62;$159,16;$23,87;$748,65;724,7800261
;23-abr;$514,48;$128,27;$19,24;$661,99;642,7504609
;24-abr;$534,93;$150,33;$22,55;$707,81;685,2644131
;25-abr;$483,64;$259,99;$39,00;$782,62;743,6230131
;26-abr;$480,79;$269,38;$40,41;$790,58;750,1708913
;27-abr;$510,58;$143,00;$21,45;$675,03;653,5828609
;28-abr;$505,68;$218,54;$32,78;$757,01;724,2267522
;29-abr;$461,89;$219,25;$32,89;$714,02;681,1373826
;30-abr;$527,57;$161,58;$24,24;$713,39;689,1501174
;01-may;$518,53;$154,60;$23,19;$696,31;673,1251522
;02-may;$528,13;$132,27;$19,84;$680,25;660,4053435
;03-may;$553,49;$180,15;$27,02;$760,67;733,6478131
;04-may;$514,92;$167,98;$25,20;$708,10;682,8997739
;05-may;$476,83;$165,35;$24,80;$666,98;642,1777043
;06-may;$454,61;$194,33;$29,15;$678,09;648,9416087
;07-may;$556,70;$143,32;$21,50;$721,51;700,0167913
;08-may;$715,62;$183,69;$27,55;$926,87;899,3156044
;09-may;$456,23;$180,80;$27,12;$664,16;637,0353218
Total 026-VINCES;;$38.861,35;$11.695,73;$1.754,36;$52.311,44;50557,07885
027-ISLA TRINITARIA;01-mar;$346,86;$194,82;$29,22;$570,91;541,6893913
;02-mar;$371,12;$185,47;$27,82;$584,40;556,5828826
;03-mar;$311,58;$139,19;$20,88;$471,64;450,7659261
;04-mar;$392,12;$140,68;$21,10;$553,90;532,8004783
;05-mar;$445,71;$159,59;$23,94;$629,23;605,2951479
;06-mar;$339,56;$186,43;$27,96;$553,96;525,9954957
;07-mar;$417,21;$252,57;$37,89;$707,67;669,7799218
;08-mar;$444,60;$225,27;$33,79;$703,66;669,8707131
;09-mar;$311,27;$187,63;$28,14;$527,04;498,8964305
;10-mar;$500,24;$180,24;$27,04;$707,51;680,4756
;11-mar;$538,70;$209,49;$31,42;$779,61;748,1866827
;12-mar;$381,34;$186,67;$28,00;$596,01;568,0089479
;13-mar;$492,36;$206,08;$30,91;$729,35;698,4382348
;14-mar;$381,65;$256,23;$38,43;$676,31;637,8786392
;15-mar;$596,51;$239,39;$35,91;$871,81;835,9043218
;16-mar;$331,75;$159,68;$23,95;$515,38;491,4301348
;17-mar;$473,44;$165,05;$24,76;$663,25;638,4881914
;18-mar;$332,81;$167,13;$25,07;$525,01;499,9378131
;19-mar;$403,84;$188,24;$28,24;$620,31;592,0766174
;20-mar;$375,65;$165,43;$24,81;$565,89;541,0754653
;21-mar;$410,60;$160,15;$24,02;$594,77;570,7494087
;22-mar;$550,62;$189,07;$28,36;$768,05;739,6856696
;23-mar;$318,71;$140,31;$21,05;$480,07;459,0201653
;24-mar;$317,22;$123,31;$18,50;$459,03;440,5330609
;25-mar;$335,03;$181,41;$27,21;$543,65;516,4347087
;26-mar;$410,32;$123,81;$18,57;$552,70;534,1261522
;27-mar;$479,31;$207,34;$31,10;$717,75;686,6451218
;28-mar;$464,63;$187,06;$28,06;$679,75;651,6951435
;29-mar;$297,73;$156,32;$23,45;$477,50;454,0506392
;30-mar;$298,49;$163,44;$24,52;$486,46;461,9390261
;31-mar;$375,78;$154,93;$23,24;$553,96;530,7184087
;01-abr;$373,10;$218,90;$32,83;$624,84;592,0004087
;02-abr;$348,36;$174,46;$26,17;$549,00;522,8255435
;03-abr;$438,22;$153,21;$22,98;$614,41;591,4307261
;04-abr;$354,57;$244,87;$36,73;$636,17;599,4407044
;05-abr;$507,65;$153,70;$23,06;$684,41;661,3578131
;06-abr;$507,20;$152,24;$22,84;$682,27;659,4344653
;07-abr;$561,21;$200,98;$30,15;$792,34;762,1895305
;08-abr;$408,98;$208,86;$31,33;$649,17;617,8427218
;09-abr;$304,97;$222,86;$33,43;$561,26;527,8298044
;10-abr;$657,37;$193,50;$29,02;$879,90;850,8733783
;11-abr;$413,89;$161,22;$24,18;$599,29;575,1067261
;12-abr;$511,19;$168,93;$25,34;$705,46;680,1179696
;13-abr;$327,95;$219,39;$32,91;$580,25;547,3426392
;14-abr;$330,72;$161,47;$24,22;$516,41;492,1908348
;15-abr;$458,24;$184,48;$27,67;$670,40;642,7258479
;16-abr;$434,97;$174,54;$26,18;$635,69;609,5109218
;17-abr;$455,25;$162,90;$24,44;$642,59;618,1567522
;18-abr;$239,43;$181,42;$27,21;$448,06;420,8516175
;19-abr;$239,80;$205,89;$30,88;$476,57;445,6905739
;20-abr;$297,60;$159,91;$23,99;$481,50;457,5105
;21-abr;$334,65;$132,80;$19,92;$487,37;467,4472957
;22-abr;$348,94;$195,35;$29,30;$573,60;544,2923957
;23-abr;$369,03;$214,35;$32,15;$615,53;583,3736522
;24-abr;$367,92;$137,23;$20,59;$525,74;505,1558783
;25-abr;$324,64;$196,12;$29,42;$550,19;520,7673565
;26-abr;$341,41;$126,08;$18,91;$486,40;467,488574
;27-abr;$311,02;$159,37;$23,90;$494,29;470,3837914
;28-abr;$481,32;$178,57;$26,79;$686,68;659,8916348
;29-abr;$395,63;$168,46;$25,27;$589,35;564,0846044
;30-abr;$482,91;$158,69;$23,80;$665,41;641,6075218
;01-may;$416,48;$220,79;$33,12;$670,39;637,2665566
;02-may;$372,95;$174,37;$26,16;$573,48;547,3218131
;03-may;$425,02;$158,00;$23,70;$606,72;583,0192131
;04-may;$348,18;$190,08;$28,51;$566,77;538,2583653
;05-may;$337,20;$154,32;$23,15;$514,66;491,515874
;06-may;$645,88;$269,41;$40,41;$955,71;915,2930435
;07-may;$264,05;$188,25;$28,24;$480,55;452,3077696
;08-may;$418,81;$178,38;$26,76;$623,95;597,1893348
;09-may;$386,90;$108,38;$16,26;$511,54;495,2811739
Total 027-ISLA TRINITARIA;;$27.990,39;$12.595,16;$1.889,27;$42.474,82;40585,54987
028-PLAYITA DEL GUASMO 2;01-mar;$428,28;$217,03;$32,55;$677,86;645,3108261
;02-mar;$282,50;$149,49;$22,42;$454,41;431,9847826
;03-mar;$266,63;$96,55;$14,48;$377,66;363,1799391
;04-mar;$219,78;$144,49;$21,67;$385,95;364,2747783
;05-mar;$390,22;$157,85;$23,68;$571,75;548,0734957
;06-mar;$349,19;$206,57;$30,99;$586,75;555,7598391
;07-mar;$326,68;$196,45;$29,47;$552,60;523,1275218
;08-mar;$456,66;$179,38;$26,91;$662,95;636,0453304
;09-mar;$267,76;$115,79;$17,37;$400,92;383,5550478
;10-mar;$446,66;$166,57;$24,99;$638,21;613,2250348
;11-mar;$290,99;$123,65;$18,55;$433,19;414,642187
;12-mar;$251,18;$77,46;$11,62;$340,26;328,6424739
;13-mar;$262,31;$107,09;$16,06;$385,47;369,4045304
;14-mar;$310,95;$195,81;$29,37;$536,13;506,7603609
;15-mar;$238,69;$149,26;$22,39;$410,35;387,9570218
;16-mar;$323,15;$181,89;$27,28;$532,32;505,0371174
;17-mar;$348,20;$171,17;$25,67;$545,04;519,3667218
;18-mar;$283,90;$106,12;$15,92;$405,95;390,0274696
;19-mar;$416,58;$140,92;$21,14;$578,64;557,5038
;20-mar;$322,43;$165,78;$24,87;$513,08;488,2111304
;21-mar;$375,76;$149,07;$22,36;$547,19;524,8313826
;22-mar;$396,79;$181,45;$27,22;$605,46;578,2417479
;23-mar;$188,41;$130,13;$19,52;$338,06;318,5397696
;24-mar;$272,76;$125,95;$18,89;$417,61;398,7145087
;25-mar;$300,58;$142,56;$21,38;$464,52;443,1404435
;26-mar;$392,80;$209,13;$31,37;$633,30;601,9295826
;27-mar;$207,79;$143,97;$21,59;$373,35;351,7600087
;28-mar;$316,79;$158,99;$23,85;$499,63;475,7796174
;29-mar;$279,21;$215,49;$32,32;$527,02;494,6984
;30-mar;$342,38;$153,40;$23,01;$518,79;495,7786478
;31-mar;$315,45;$207,04;$31,06;$553,55;522,4923739
;01-abr;$420,20;$194,95;$29,24;$644,39;615,1490304
;02-abr;$340,95;$141,39;$21,21;$503,55;482,3414218
;03-abr;$287,83;$91,68;$13,75;$393,27;379,5170478
;04-abr;$379,37;$164,07;$24,61;$568,05;543,443987
;05-abr;$272,72;$250,86;$37,63;$561,20;523,5741174
;06-abr;$293,08;$168,77;$25,32;$487,17;461,8541522
;07-abr;$313,02;$150,70;$22,61;$486,32;463,7179739
;08-abr;$248,48;$134,07;$20,11;$402,66;382,5521087
;09-abr;$280,87;$114,59;$17,19;$412,65;395,4629913
;10-abr;$348,54;$106,20;$15,93;$470,67;454,7368565
;11-abr;$379,96;$147,31;$22,10;$549,36;527,2636826
;12-abr;$367,25;$162,38;$24,36;$553,98;529,6277174
;13-abr;$317,32;$159,30;$23,90;$500,52;476,6209044
;14-abr;$218,06;$104,58;$15,69;$338,32;322,6361435
;15-abr;$284,71;$117,02;$17,55;$419,29;401,7359478
;16-abr;$294,60;$150,38;$22,56;$467,54;444,980187
;17-abr;$274,51;$112,87;$16,93;$404,31;387,3748609
;18-abr;$274,59;$150,32;$22,55;$447,46;424,9091957
;19-abr;$286,17;$92,93;$13,94;$393,05;379,1074305
;20-abr;$346,10;$112,11;$16,82;$475,02;458,2059522
;21-abr;$314,01;$180,95;$27,14;$522,10;494,9601218
;22-abr;$285,94;$141,89;$21,28;$449,12;427,833187
;23-abr;$263,27;$154,07;$23,11;$440,45;417,3392044
;24-abr;$329,34;$154,80;$23,22;$507,37;484,1462392
;25-abr;$266,74;$96,55;$14,48;$377,77;363,2850696
;26-abr;$290,05;$108,31;$16,25;$414,61;398,3604131
;27-abr;$261,57;$140,89;$21,13;$423,60;402,4626957
;28-abr;$316,87;$131,95;$19,79;$468,61;448,813874
;29-abr;$305,94;$182,50;$27,37;$515,82;488,4425131
;30-abr;$312,35;$157,75;$23,66;$493,76;470,0994696
;01-may;$333,98;$155,53;$23,33;$512,84;489,5068522
;02-may;$435,66;$227,62;$34,14;$697,43;663,2827957
;03-may;$369,26;$116,87;$17,53;$503,65;486,1250131
;04-may;$187,40;$100,87;$15,13;$303,40;288,2733
;05-may;$263,93;$146,93;$22,04;$432,89;410,8555913
;06-may;$292,00;$167,01;$25,05;$484,06;459,0100783
;07-may;$376,58;$241,59;$36,24;$654,40;618,1639131
;08-may;$417,76;$230,45;$34,57;$682,78;648,2079826
;09-may;$322,58;$102,55;$15,38;$440,51;425,1324478
Total 028-PLAYITA DEL GUASMO 2;;$22.045,06;$10.632,05;$1.594,81;$34.271,92;32677,10836
029-VINCES 2;01-mar;$1.344,60;$363,11;$54,47;$1.762,18;1707,709804
;02-mar;$1.174,85;$311,08;$46,66;$1.532,59;1485,926539
;03-mar;$1.072,63;$295,91;$44,39;$1.412,92;1368,537687
;04-mar;$850,41;$227,19;$34,08;$1.111,67;1077,595848
;05-mar;$1.379,23;$364,07;$54,61;$1.797,91;1743,303022
;06-mar;$1.150,01;$286,80;$43,02;$1.479,83;1436,808574
;07-mar;$1.434,74;$430,37;$64,56;$1.929,66;1865,106091
;08-mar;$1.446,20;$264,69;$39,70;$1.750,59;1710,890896
;09-mar;$1.239,37;$390,83;$58,62;$1.688,82;1630,191683
;10-mar;$1.682,73;$435,27;$65,29;$2.183,29;2117,996622
;11-mar;$1.129,33;$325,35;$48,80;$1.503,49;1454,685939
;12-mar;$1.521,18;$374,17;$56,13;$1.951,48;1895,352852
;13-mar;$951,68;$283,07;$42,46;$1.277,22;1234,754943
;14-mar;$1.301,57;$330,48;$49,57;$1.681,62;1632,046043
;15-mar;$1.339,21;$446,23;$66,93;$1.852,37;1785,435357
;16-mar;$1.350,57;$256,29;$38,44;$1.645,31;1606,865152
;17-mar;$1.449,30;$380,99;$57,15;$1.887,43;1830,284804
;18-mar;$1.463,82;$282,11;$42,32;$1.788,25;1745,932404
;19-mar;$1.214,26;$318,57;$47,79;$1.580,62;1532,83027
;20-mar;$1.272,50;$285,23;$42,79;$1.600,52;1557,734213
;21-mar;$1.321,22;$287,76;$43,16;$1.652,14;1608,976561
;22-mar;$1.668,02;$347,96;$52,19;$2.068,17;2015,979352
;23-mar;$1.383,27;$261,73;$39,26;$1.684,26;1645,002391
;24-mar;$1.237,06;$402,08;$60,31;$1.699,45;1639,140104
;25-mar;$1.130,30;$248,93;$37,34;$1.416,56;1379,223326
;26-mar;$1.290,02;$204,30;$30,64;$1.524,96;1494,31767
;27-mar;$1.113,15;$183,57;$27,54;$1.324,25;1296,717787
;28-mar;$1.047,58;$275,26;$41,29;$1.364,13;1322,837604
;29-mar;$961,76;$417,37;$62,61;$1.441,73;1379,127152
;30-mar;$742,41;$272,44;$40,87;$1.055,72;1014,854961
;31-mar;$1.457,71;$303,24;$45,49;$1.806,43;1760,945113
;01-abr;$1.003,67;$237,86;$35,68;$1.277,21;1241,533322
;02-abr;$1.143,69;$350,47;$52,57;$1.546,73;1494,163991
;03-abr;$1.474,10;$322,21;$48,33;$1.844,64;1796,304674
;04-abr;$1.190,43;$281,77;$42,27;$1.514,46;1472,195117
;05-abr;$1.316,90;$344,97;$51,75;$1.713,61;1661,867348
;06-abr;$1.217,80;$325,41;$48,81;$1.592,02;1543,206204
;07-abr;$1.509,46;$457,56;$68,63;$2.035,65;1967,017165
;08-abr;$1.294,25;$235,74;$35,36;$1.565,35;1529,984735
;09-abr;$1.103,33;$330,91;$49,64;$1.483,88;1434,241387
;10-abr;$1.082,57;$221,55;$33,23;$1.337,35;1304,117974
;11-abr;$1.027,57;$255,30;$38,30;$1.321,16;1282,86803
;12-abr;$1.428,65;$336,49;$50,47;$1.815,61;1765,137739
;13-abr;$1.130,76;$376,64;$56,50;$1.563,91;1507,409565
;14-abr;$1.175,00;$307,46;$46,12;$1.528,58;1482,460909
;15-abr;$1.090,66;$269,04;$40,36;$1.400,05;1359,69263
;16-abr;$1.276,00;$416,89;$62,53;$1.755,42;1692,8882
;17-abr;$1.135,04;$307,93;$46,19;$1.489,16;1442,969348
;18-abr;$739,47;$142,64;$21,40;$903,51;882,1116044
;19-abr;$1.394,99;$344,72;$51,71;$1.791,42;1739,712274
;20-abr;$1.128,23;$283,53;$42,53;$1.454,29;1411,760448
;21-abr;$1.427,78;$354,64;$53,20;$1.835,62;1782,420804
;22-abr;$1.179,92;$252,01;$37,80;$1.469,74;1431,934535
;23-abr;$1.351,65;$288,80;$43,32;$1.683,77;1640,45173
;24-abr;$1.049,59;$237,04;$35,56;$1.322,19;1286,629496
;25-abr;$1.106,91;$203,52;$30,53;$1.340,96;1310,431822
;26-abr;$1.571,07;$413,90;$62,09;$2.047,05;1984,966939
;27-abr;$1.241,59;$255,67;$38,35;$1.535,62;1497,26803
;28-abr;$1.153,20;$341,47;$51,22;$1.545,89;1494,672496
;29-abr;$1.188,20;$197,29;$29,59;$1.415,09;1385,493457
;30-abr;$1.379,18;$340,01;$51,00;$1.770,18;1719,182865
;01-may;$1.301,98;$228,80;$34,32;$1.565,11;1530,789217
;02-may;$1.524,49;$321,10;$48,17;$1.893,76;1845,591287
;03-may;$1.346,61;$403,55;$60,53;$1.810,69;1750,1576
;04-may;$1.194,41;$406,75;$61,01;$1.662,17;1601,158043
;05-may;$1.403,08;$323,79;$48,57;$1.775,44;1726,868752
;06-may;$1.315,69;$274,38;$41,16;$1.631,22;1590,066722
;07-may;$1.379,59;$268,74;$40,31;$1.688,64;1648,329122
;08-may;$1.133,91;$235,37;$35,30;$1.404,59;1369,280265
;09-may;$1.012,54;$172,89;$25,93;$1.211,37;1185,432017
Total 029-VINCES 2;;$87.244,62;$21.525,25;$3.228,79;$111.998,67;108769,8786
031-BABA 1;01-mar;$848,16;$463,15;$69,47;$1.380,78;1311,311783
;02-mar;$529,18;$279,56;$41,93;$850,67;808,7389826
;03-mar;$628,32;$286,51;$42,98;$957,81;914,8302826
;04-mar;$479,78;$222,11;$33,32;$735,20;701,8867783
;05-mar;$802,13;$345,15;$51,77;$1.199,05;1147,277622
;06-mar;$761,44;$219,19;$32,88;$1.013,50;980,6269783
;07-mar;$755,83;$313,32;$47,00;$1.116,14;1069,1454
;08-mar;$1.044,98;$255,39;$38,31;$1.338,67;1300,363004
;09-mar;$681,04;$245,47;$36,82;$963,33;926,5113609
;10-mar;$925,05;$378,42;$56,76;$1.360,24;1303,474761
;11-mar;$619,57;$390,67;$58,60;$1.068,84;1010,2355
;12-mar;$785,48;$383,81;$57,57;$1.226,87;1169,296444
;13-mar;$574,50;$286,04;$42,91;$903,45;860,5462261
;14-mar;$726,45;$245,21;$36,78;$1.008,45;971,6645479
;15-mar;$795,04;$355,29;$53,29;$1.203,62;1150,329165
;16-mar;$646,94;$334,98;$50,25;$1.032,17;981,921087
;17-mar;$851,53;$292,84;$43,93;$1.188,29;1144,368543
;18-mar;$761,04;$261,46;$39,22;$1.061,71;1022,495748
;19-mar;$861,41;$248,88;$37,33;$1.147,62;1110,290265
;20-mar;$545,05;$234,56;$35,18;$814,80;779,6128044
;21-mar;$551,60;$274,94;$41,24;$867,78;826,5380131
;22-mar;$833,77;$252,27;$37,84;$1.123,88;1086,035874
;23-mar;$493,28;$166,83;$25,02;$685,13;660,1081044
;24-mar;$677,80;$346,50;$51,97;$1.076,27;1024,293957
;25-mar;$841,39;$320,30;$48,05;$1.209,73;1161,6857
;26-mar;$587,69;$275,58;$41,34;$904,62;863,2774696
;27-mar;$466,06;$132,10;$19,81;$617,97;598,1521522
;28-mar;$627,11;$246,34;$36,95;$910,40;873,4470957
;29-mar;$734,31;$307,20;$46,08;$1.087,59;1041,507104
;30-mar;$574,45;$205,22;$30,78;$810,45;779,6670566
;31-mar;$809,13;$280,68;$42,10;$1.131,91;1089,809804
;01-abr;$634,53;$252,67;$37,90;$925,10;887,2021913
;02-abr;$827,80;$147,70;$22,16;$997,66;975,5073261
;03-abr;$765,56;$305,63;$45,84;$1.117,02;1071,181065
;04-abr;$496,93;$266,63;$39,99;$803,55;763,5605609
;05-abr;$918,15;$390,50;$58,57;$1.367,22;1308,643009
;06-abr;$560,16;$250,96;$37,64;$848,76;811,1186261
;07-abr;$761,14;$298,13;$44,72;$1.104,00;1059,277744
;08-abr;$670,81;$287,88;$43,18;$1.001,88;958,6970392
;09-abr;$642,59;$264,63;$39,69;$946,91;907,2191348
;10-abr;$607,77;$152,02;$22,80;$782,60;759,7932957
;11-abr;$732,10;$224,56;$33,68;$990,33;956,6510174
;12-abr;$721,19;$356,59;$53,49;$1.131,26;1077,770796
;13-abr;$814,14;$396,40;$59,46;$1.270,00;1210,536813
;14-abr;$568,53;$241,41;$36,21;$846,15;809,9423044
;15-abr;$661,74;$188,01;$28,20;$877,94;849,7427826
;16-abr;$684,16;$317,95;$47,69;$1.049,80;1002,106848
;17-abr;$568,67;$189,79;$28,47;$786,92;758,4527739
;18-abr;$627,94;$221,68;$33,25;$882,87;849,6190957
;19-abr;$663,34;$267,19;$40,08;$970,62;930,5360435
;20-abr;$488,90;$205,24;$30,79;$724,92;694,1387261
;21-abr;$642,18;$197,03;$29,56;$868,77;839,2163
;22-abr;$678,68;$200,87;$30,13;$909,68;879,5507696
;23-abr;$880,59;$362,13;$54,32;$1.297,04;1242,721817
;24-abr;$582,12;$234,10;$35,12;$851,34;816,2242522
;25-abr;$712,93;$227,83;$34,17;$974,93;940,7572174
;26-abr;$710,42;$322,04;$48,31;$1.080,76;1032,458644
;27-abr;$568,68;$263,71;$39,56;$871,95;832,3946087
;28-abr;$696,93;$342,04;$51,31;$1.090,27;1038,961222
;29-abr;$704,49;$259,23;$38,88;$1.002,61;963,7226566
;30-abr;$733,38;$287,87;$43,18;$1.064,43;1021,247474
;01-may;$618,30;$275,09;$41,26;$934,66;893,3969435
;02-may;$674,17;$234,44;$35,17;$943,78;908,6123696
;03-may;$809,87;$329,08;$49,36;$1.188,32;1138,953496
;04-may;$612,56;$237,78;$35,67;$886,01;850,3459044
;05-may;$890,62;$222,33;$33,35;$1.146,29;1112,944743
;06-may;$791,87;$275,15;$41,27;$1.108,30;1067,023352
;07-may;$811,52;$326,47;$48,97;$1.186,95;1137,983026
;08-may;$643,64;$286,93;$43,04;$973,61;930,5687305
;09-may;$621,87;$293,85;$44,08;$959,80;915,723187
Total 031-BABA 1;;$48.620,47;$19.253,49;$2.888,02;$70.761,98;67873,95352
032-DAULE 2;01-mar;$606,96;$326,39;$48,96;$982,30;933,3451392
;02-mar;$533,86;$190,31;$28,55;$752,71;724,1675479
;03-mar;$630,75;$195,90;$29,38;$856,03;826,6434957
;04-mar;$553,87;$167,03;$25,05;$745,95;720,8952087
;05-mar;$862,54;$250,31;$37,55;$1.150,39;1112,845035
;06-mar;$459,33;$235,37;$35,31;$730,01;694,7008435
;07-mar;$755,43;$238,54;$35,78;$1.029,75;993,9702087
;08-mar;$529,38;$209,94;$31,49;$770,82;739,3252478
;09-mar;$651,21;$145,87;$21,88;$818,97;797,0870261
;10-mar;$903,37;$360,31;$54,05;$1.317,72;1263,676044
;11-mar;$705,78;$247,07;$37,06;$989,91;952,8489913
;12-mar;$605,94;$281,06;$42,16;$929,16;887,0023218
;13-mar;$497,81;$132,26;$19,84;$649,91;630,0668653
;14-mar;$837,25;$219,58;$32,94;$1.089,77;1056,829717
;15-mar;$690,26;$205,41;$30,81;$926,48;895,6722348
;16-mar;$728,85;$286,99;$43,05;$1.058,89;1015,83703
;17-mar;$611,07;$303,13;$45,47;$959,66;914,1959174
;18-mar;$765,80;$220,07;$33,01;$1.018,88;985,8726522
;19-mar;$944,82;$179,27;$26,89;$1.150,99;1124,096083
;20-mar;$742,62;$251,92;$37,79;$1.032,33;994,5442479
;21-mar;$544,01;$303,00;$45,45;$892,47;847,0169522
;22-mar;$456,81;$221,33;$33,20;$711,34;678,1425653
;23-mar;$586,92;$153,84;$23,08;$763,83;740,7548783
;24-mar;$647,44;$207,15;$31,07;$885,67;854,5959435
;25-mar;$706,77;$239,19;$35,88;$981,84;945,9626348
;26-mar;$647,25;$220,32;$33,05;$900,61;867,5665044
;27-mar;$483,59;$217,81;$32,67;$734,07;701,3994739
;28-mar;$497,92;$162,62;$24,39;$684,93;660,5412305
;29-mar;$584,01;$285,67;$42,85;$912,54;869,6846174
;30-mar;$462,46;$152,23;$22,83;$637,52;614,6890261
;31-mar;$620,11;$209,77;$31,47;$861,34;829,8789435
;01-abr;$728,84;$291,50;$43,73;$1.064,07;1020,343526
;02-abr;$810,58;$266,72;$40,01;$1.117,31;1077,305639
;03-abr;$727,00;$221,11;$33,17;$981,28;948,1126566
;04-abr;$631,54;$144,45;$21,67;$797,65;775,9827218
;05-abr;$582,49;$137,30;$20,59;$740,38;719,7857957
;06-abr;$426,10;$271,60;$40,74;$738,44;697,696274
;07-abr;$690,30;$204,28;$30,64;$925,22;894,5819826
;08-abr;$747,74;$241,78;$36,27;$1.025,79;989,5200522
;09-abr;$716,59;$151,08;$22,66;$890,32;867,6631522
;10-abr;$519,26;$193,83;$29,07;$742,16;713,0841
;11-abr;$431,82;$183,00;$27,45;$642,27;614,8166
;12-abr;$800,00;$254,21;$38,13;$1.092,35;1054,215639
;13-abr;$517,80;$295,61;$44,34;$857,76;813,4141392
;14-abr;$394,02;$154,96;$23,24;$572,23;548,9811
;15-abr;$658,26;$191,42;$28,71;$878,39;849,6729478
;16-abr;$881,38;$214,07;$32,11;$1.127,57;1095,454104
;17-abr;$633,43;$196,22;$29,43;$859,08;829,6454044
